train_accuracy,cross_val_accuracy,train_loss,cross_val_loss,time
0.8539605140686035,0.6959392428398132,0.3215790092945099,0.5158700346946716,0:08:27.345640
0.8767258524894714,0.8112441897392273,0.27677884697914124,0.4223306477069855,0:07:57.210574
0.886182427406311,0.7884117364883423,0.25899431109428406,0.47894230484962463,0:07:55.221435
0.8924955129623413,0.8140177726745605,0.2464628517627716,0.4923580288887024,0:07:57.334831
0.8996238112449646,0.700427234172821,0.23042935132980347,0.6946844458580017,0:07:56.152710
0.904589056968689,0.814361572265625,0.22021366655826569,0.3818012773990631,0:07:57.705755
0.9075902104377747,0.777120053768158,0.21379421651363373,0.9372144937515259,0:07:55.168383
0.9135913252830505,0.6639338731765747,0.2007826864719391,0.9993224143981934,0:07:56.584337
0.9152699708938599,0.8215400576591492,0.1972925364971161,0.33976978063583374,0:08:06.586794
0.9189692139625549,0.9120588302612305,0.18841131031513214,0.23842716217041016,0:07:56.530671
0.9260806441307068,0.8788698315620422,0.17254427075386047,0.3100183308124542,0:07:56.969794
0.9277418255805969,0.8277386426925659,0.1683019995689392,0.5806517004966736,0:07:56.221559
0.9290121793746948,0.6528546810150146,0.1659332662820816,0.7096476554870605,0:07:55.500813
0.9304485321044922,0.8578481078147888,0.16262920200824738,0.34897559881210327,0:07:56.790720
0.9325146079063416,0.9143651127815247,0.15810413658618927,0.285043329000473,0:07:57.367199
0.9330737590789795,0.767224907875061,0.1570357084274292,0.4837861657142639,0:07:54.972720
0.9345451593399048,0.9116909503936768,0.15343508124351501,0.23855817317962646,0:07:54.882560
0.936636745929718,0.8277528285980225,0.14922940731048584,0.48934322595596313,0:07:55.710815
0.9394286870956421,0.8821192979812622,0.14316369593143463,0.27867135405540466,0:07:56.940880
0.9424233436584473,0.8889066576957703,0.1362914890050888,0.27724689245224,0:07:54.986602
0.943199872970581,0.9314762353897095,0.13434725999832153,0.16046003997325897,0:07:56.803913
0.9444879293441772,0.7896936535835266,0.13140933215618134,0.42117419838905334,0:07:57.078417
0.9454730153083801,0.9438855051994324,0.12893104553222656,0.13272154331207275,0:07:56.773529
0.9466763138771057,0.9246000051498413,0.12597453594207764,0.20797207951545715,0:07:55.358087
0.9468405842781067,0.9254580140113831,0.12595278024673462,0.18015363812446594,0:07:57.449144
0.9473567605018616,0.9420208930969238,0.12440509349107742,0.14203187823295593,0:07:55.150542
0.9475591778755188,0.8766022324562073,0.1232723742723465,0.3238953948020935,0:07:55.897527
0.9495328068733215,0.8242576718330383,0.1195596307516098,0.3659815192222595,0:07:52.259380
0.9477797746658325,0.7753441333770752,0.12315994501113892,0.5034140348434448,0:07:52.099947
0.9497242569923401,0.9499734044075012,0.11865811049938202,0.12069035321474075,0:07:57.197194
0.9528603553771973,0.9566192626953125,0.11132340878248215,0.10322622954845428,0:07:54.575611
0.954301655292511,0.9202691316604614,0.1081993579864502,0.16897952556610107,0:07:53.948058
0.9545361399650574,0.9555565118789673,0.10729767382144928,0.10424870252609253,0:07:52.402618
0.9555445313453674,0.9428442716598511,0.10490603744983673,0.1362033486366272,0:07:54.599901
0.9564430117607117,0.9580069184303284,0.10328791290521622,0.09884661436080933,0:07:54.862850
0.9560189247131348,0.9478887915611267,0.10379967093467712,0.1282355934381485,0:07:55.401268
0.957430362701416,0.9583132863044739,0.10030219703912735,0.09802312403917313,0:07:56.419255
0.957255482673645,0.9489136338233948,0.10082276910543442,0.11848242580890656,0:07:58.000402
0.9587389230728149,0.959580659866333,0.09774164110422134,0.09508496522903442,0:07:53.871472
0.9584376215934753,0.9459668397903442,0.09854002296924591,0.1284174621105194,0:07:54.220100
0.9592236876487732,0.9600870609283447,0.09659435600042343,0.09418914467096329,0:07:58.392876
0.9592171907424927,0.9557756781578064,0.09685450047254562,0.10617335885763168,0:07:55.698341
0.9608771204948425,0.9608414173126221,0.0930325835943222,0.09237980097532272,0:07:57.972439
0.9600313305854797,0.9462903738021851,0.09485233575105667,0.14433057606220245,0:07:56.998800
0.9617350697517395,0.9610975384712219,0.09063772112131119,0.09167212247848511,0:07:59.199599
0.9603450894355774,0.9383030533790588,0.09370261430740356,0.1410069465637207,0:07:54.531166
0.9626181125640869,0.9623121619224548,0.08867579698562622,0.08964797854423523,0:07:55.158743
0.9615877866744995,0.9576941728591919,0.09154967963695526,0.0999973863363266,0:07:57.145212
0.9637731313705444,0.962507963180542,0.08639384806156158,0.08962918817996979,0:07:54.843342
0.9618327021598816,0.9570550322532654,0.09100238978862762,0.10121124237775803,0:07:55.842328
