train_accuracy,cross_val_accuracy,train_loss,cross_val_loss,time
0.926892876625061,0.4422244727611542,0.17568674683570862,1907.9146728515625,0:11:52.060466
0.9435427784919739,0.8705896735191345,0.13492560386657715,0.33983197808265686,0:10:21.842612
0.9522855281829834,0.6760006546974182,0.11584841459989548,1.031332015991211,0:10:17.570978
0.9557819366455078,0.9351056218147278,0.1074419841170311,0.1703907549381256,0:10:19.143118
0.9585973620414734,0.9247046709060669,0.09946716576814651,0.1783427894115448,0:10:14.516646
0.9610598087310791,0.9436262845993042,0.09342203289270401,0.14240284264087677,0:10:18.943987
0.9623687863349915,0.8832001686096191,0.09073202311992645,0.23994086682796478,0:10:18.484511
0.9642558097839355,0.9222826361656189,0.0861707553267479,0.2042701095342636,0:10:21.579901
0.9666236639022827,0.9402711391448975,0.08099017292261124,0.14839400351047516,0:10:16.555894
0.9673215746879578,0.9587092995643616,0.07928234338760376,0.10457325726747513,0:10:16.446286
0.973842442035675,0.9682848453521729,0.06391628831624985,0.07685589045286179,0:10:16.542061
0.9756303429603577,0.9633896350860596,0.05913998931646347,0.0897112786769867,0:10:13.968965
0.9769485592842102,0.9556723237037659,0.05626761168241501,0.11814803630113602,0:10:15.162629
0.9782357215881348,0.9636717438697815,0.05294713377952576,0.09442544728517532,0:10:13.226078
0.9791430830955505,0.9673725366592407,0.05089259892702103,0.08166147768497467,0:10:15.838978
0.9806448817253113,0.9688112735748291,0.04721960425376892,0.08269486576318741,0:10:18.118195
0.9809180498123169,0.9698970317840576,0.0467204786837101,0.08299311995506287,0:10:20.304286
0.981267511844635,0.9449864625930786,0.046010036021471024,0.1683814376592636,0:10:15.852404
0.9819428324699402,0.9628385901451111,0.044278211891651154,0.09598874300718307,0:10:16.483813
0.9834905862808228,0.9669307470321655,0.04033808782696724,0.10088171809911728,0:10:19.915987
0.9822689890861511,0.9671999216079712,0.04332198202610016,0.09631413966417313,0:10:17.061712
0.9828475117683411,0.9687985777854919,0.0420052632689476,0.0851212814450264,0:10:17.023296
0.9841054081916809,0.9728701114654541,0.03876705840229988,0.07458311319351196,0:10:17.173332
0.9837604761123657,0.9536657929420471,0.039836250245571136,0.12184104323387146,0:10:17.451759
0.984081506729126,0.9716706871986389,0.038876183331012726,0.07916564494371414,0:10:17.619719
0.9848844408988953,0.969735860824585,0.037204891443252563,0.08072793483734131,0:10:18.154923
0.9837558269500732,0.9753592014312744,0.04007262736558914,0.06332162767648697,0:10:19.971955
0.9848925471305847,0.9608745574951172,0.037254445254802704,0.1051865965127945,0:10:15.779273
0.9848560094833374,0.9709059000015259,0.036897070705890656,0.08830013871192932,0:10:20.434377
0.9859143495559692,0.945279598236084,0.03396991267800331,0.1741323173046112,0:10:20.020036
0.9875935912132263,0.9813196063041687,0.02990136668086052,0.05366331711411476,0:10:22.550184
0.9880127310752869,0.8760378360748291,0.02919716387987137,0.47517701983451843,0:10:18.687670
0.9882161617279053,0.9815792441368103,0.028476214036345482,0.05308692902326584,0:10:17.909170
0.9889271855354309,0.9811843633651733,0.02663647197186947,0.05624351650476456,0:10:15.280950
0.9892663359642029,0.982180655002594,0.025786222890019417,0.052649278193712234,0:10:22.415161
0.9892809391021729,0.9585680365562439,0.025914542376995087,0.15540356934070587,0:10:17.233691
0.9891551733016968,0.9816262722015381,0.026302574202418327,0.05457843467593193,0:10:15.220295
0.9898890852928162,0.9814645648002625,0.02429240755736828,0.0560762882232666,0:10:15.586340
0.9896227717399597,0.9821404814720154,0.025152236223220825,0.05407801270484924,0:10:19.367233
0.9893022775650024,0.9809452891349792,0.02600718103349209,0.053865715861320496,0:10:17.939555
0.9901705980300903,0.9820424318313599,0.02367054857313633,0.0532090999186039,0:10:18.864741
0.9906046986579895,0.9812031984329224,0.02253013104200363,0.05727814510464668,0:10:19.318926
0.989880383014679,0.9819493889808655,0.024415524676442146,0.05595526844263077,0:10:15.359580
0.9907926321029663,0.9818834662437439,0.022024577483534813,0.056552935391664505,0:10:13.621329
0.991134762763977,0.9823809266090393,0.021201830357313156,0.056812774389982224,0:10:15.560070
0.9911180734634399,0.9801508784294128,0.02132536843419075,0.06211060285568237,0:10:18.481880
0.9913111925125122,0.9828683733940125,0.02078847959637642,0.056111566722393036,0:10:19.880420
0.9901741743087769,0.9699664115905762,0.023993827402591705,0.09325721114873886,0:10:16.315979
0.9905672073364258,0.9821683168411255,0.022723210975527763,0.056172650307416916,0:10:19.580071
0.991061270236969,0.9789460301399231,0.021403595805168152,0.06687044352293015,0:10:20.105414
